,city,state,population,total_food,latitude,longitude,total_scraped
0,New York,New York,8537673,54191,40.70544486444615,-73.99429321289062,1000
1,Los Angeles,California,3976322,41685,34.0615895441259,-118.32138061523438,1000
2,Chicago,Illinois,2704958,19315,41.90515925618311,-87.67776489257812,1000
3,Houston,Texas,2303482,15197,29.784854159670427,-95.35995483398438,1000
4,Phoenix,Arizona,1615017,11034,33.46508570380732,-112.07015991210938,1000
5,Philadelphia,Pennsylvania,1567872,15438,39.95378209544653,-75.17120361328125,1000
6,San Antonio,Texas,1492510,6273,29.494438307483204,-98.514404296875,1000
7,San Diego,California,1406630,13666,32.790569394537286,-117.15408325195312,1000
8,Dallas,Texas,1317929,14633,32.839043482398054,-96.800537109375,1000
9,San Jose,California,1025350,10755,37.31648115417059,-121.88507080078125,1000
10,Austin,Texas,947890,6951,30.305156315977833,-97.75772094726562,1000
11,Jacksonville,Florida,880619,3791,30.293426698366147,-81.617431640625,1000
12,San Francisco,California,870887,12910,37.76089938976322,-122.43644714355469,1000
13,Columbus,Ohio,860090,4806,40.011656617607905,-82.99896240234375,1000
14,Indianapolis,Indiana,855164,4731,39.806244001487215,-86.1383056640625,1000
15,Fort Worth,Texas,854113,7745,32.74899913615678,-97.34419651339171,1000
16,Charlotte,North Carolina,842051,5403,35.19608159407329,-80.83053588867188,1000
17,Seattle,Washington,704352,10932,47.62541904760501,-122.33551025390625,1000
18,Denver,Colorado,693060,9778,39.73552421220229,-104.92427063177813,999
19,El Paso,Texas,683080,2098,31.79338938484897,-106.42730712890625,1000
20,Washington,District of Columbia,681170,10108,38.911293573163775,-77.0306396484375,1000
21,Boston,Massachusetts,673184,8466,42.34784169448538,-71.07124328613281,1000
22,Detroit,Michigan,672795,9816,42.36241855567113,-83.09097290039062,1000
23,Nashville-Davidson,Tennessee,660388,4562,36.137698356986476,-86.7755126953125,1000
24,Memphis,Tennessee,652717,2938,35.1309663564973,-90.01439168183593,1000
25,Portland,Oregon,639863,9353,45.515785397030584,-122.65411376953125,1000
26,Oklahoma City,Oklahoma,638367,3331,35.49069048431262,-97.53936767578125,1000
27,Las Vegas,Nevada,632912,7531,36.13548018972958,-115.19302368164062,1000
28,Louisville-Jefferson County,Kentucky,616261,2981,38.22505524218758,-85.6768798828125,1000
29,Baltimore,Maryland,614664,4990,39.309286203696686,-76.60903930664062,1000
30,Milwaukee,Wisconsin,595047,3865,43.04160973514253,-87.95516967773438,1000
31,Albuquerque,New Mexico,559277,2317,35.11524107648647,-106.6058349609375,1000
32,Tucson,Arizona,530706,2699,32.245161513458996,-110.93170166015625,1000
33,Fresno,California,522053,2858,36.79591190888499,-119.79217529296875,1000
34,Sacramento,California,495234,6896,38.57268335289412,-121.44287109375,1000
35,Mesa,Arizona,484587,9144,33.40376101237911,-111.74331665039062,1000
36,Kansas City,Missouri,481420,4873,39.09299419854235,-94.581298828125,1000
37,Atlanta,Georgia,472522,13098,33.81321311652279,-84.37362670898438,1000
38,Long Beach,California,470130,12646,33.80250129817321,-118.16207885742188,1000
39,Colorado Springs,Colorado,465101,1954,38.872678453126255,-104.79034423828125,999
40,Raleigh,North Carolina,458880,4708,35.82320511569093,-78.651123046875,1000
41,Miami,Florida,453579,11204,25.752753731496888,-80.2880859375,1000
42,Virginia Beach,Virginia,452602,4120,36.83439143454004,-76.08993530273438,1000
43,Omaha,Nebraska,446970,2389,41.249751460388396,-96.04934692382812,1000
44,Oakland,California,420005,13312,37.801601402840575,-122.24075317382812,1000
45,Minneapolis,Minnesota,413651,7147,44.96558443188442,-93.2904052734375,1000
46,Tulsa,Oklahoma,403090,2273,36.10220015729658,-95.9271240234375,1000
47,Arlington,Texas,392772,3754,32.724186254236045,-97.11982727050781,999
48,New Orleans,Louisiana,391495,3744,29.956084336405493,-90.08377075195312,1000
49,Wichita,Kansas,389902,1342,37.691248500086644,-97.32650756835938,1000
50,Cleveland,Ohio,385809,5249,41.47341857719741,-81.67236328125,1000
51,Tampa,Florida,377165,8420,27.99909823639251,-82.48123168945312,999
52,Bakersfield,California,376380,1715,35.36648088499307,-119.04510498046875,1000
53,Aurora,Colorado,361710,9124,39.6816440419978,-104.81643676757812,998
54,Honolulu,Hawaii,351792,4557,21.312373567984643,-157.83824927977653,1000
55,Anaheim,California,351043,39032,33.82918565588233,-117.90252685546875,1000
56,Santa Ana,California,334217,5579,33.737863382783246,-117.88261413574219,1000
57,Corpus Christi,Texas,325733,1164,27.79242186038231,-97.31398394804688,1000
58,Riverside,California,324722,10454,33.9466061443945,-117.39481638164318,1000
59,Lexington-Fayette,Kentucky,318449,1118,38.027495557598,-84.49241638183594,1000
60,St. Louis,Missouri,311404,6170,38.61239775768799,-90.32135009765625,999
61,Stockton,California,307072,3212,37.98516000688939,-121.30279541015625,1000
62,Pittsburgh,Pennsylvania,303625,5678,40.44467404448069,-79.97909545898438,1000
63,St. Paul,Minnesota,302398,4199,44.94204919842658,-93.10638427734375,999
64,Cincinnati,Ohio,298800,5019,39.12668304781967,-84.5068359375,1000
65,Anchorage,Alaska,298192,998,61.17686253072936,-149.84603560322265,992
66,Henderson,Nevada,292969,3604,36.05739623591613,-114.974944004472,1000
67,Greensboro,North Carolina,287027,1347,36.07847297480494,-79.84039306640625,999
68,Plano,Texas,286057,5532,33.065032765672925,-96.75315856933594,1000
69,Newark,New Jersey,281764,3155,40.731226555856765,-74.171320475,1000
70,Lincoln,Nebraska,280364,810,40.80908616057896,-96.68449401855469,807
71,Toledo,Ohio,278508,1712,41.66349521190404,-83.6114501953125,1000
72,Orlando,Florida,277173,7667,28.502333027646777,-81.37710571289062,1000
73,Chula Vista,California,267172,8681,32.65648694571438,-117.01332092285156,1000
74,Irvine,California,266122,9375,33.67859713176237,-117.79335021972656,1000
75,Fort Wayne,Indiana,264488,1063,41.102972700805125,-85.1495361328125,999
76,Jersey City,New Jersey,264152,18319,40.726434262123384,-74.04706186327107,1000
77,Durham,North Carolina,263016,4438,35.97671880559004,-78.91891479492188,1000
78,St. Petersburg,Florida,260999,3142,27.82077704477026,-82.67587354335937,1000
79,Laredo,Texas,257156,439,27.549638758204757,-99.481201171875,439
80,Buffalo,New York,256902,4173,42.927083810690746,-78.81317138671875,1000
81,Madison,Wisconsin,252551,1961,43.075725281881425,-89.39849853515625,1000
82,Lubbock,Texas,252506,731,33.55279746970649,-101.89476013183594,728
83,Chandler,Arizona,247477,4314,33.31868809998127,-111.8792724609375,1000
84,Scottsdale,Arizona,246645,11990,33.65738370238597,-111.873779296875,1000
85,Glendale,Arizona,245895,10110,33.60873015091017,-112.16172916773561,1000
86,Reno,Nevada,245255,1991,39.499620414248504,-119.80178833007812,1000
87,Norfolk,Virginia,245115,2960,36.88946195682935,-76.24935402310793,1000
88,Winston-Salem,North Carolina,242203,928,36.10171934042868,-80.27304830878907,928
89,North Las Vegas,Nevada,238702,5822,36.23647571167656,-115.12367248535156,1000
90,Irving,Texas,238289,7712,32.866413775,-96.956534925,1000
91,Chesapeake,Virginia,237940,4234,36.785076274461545,-76.28044789937205,1000
92,Gilbert,Arizona,237133,8796,33.33408700665396,-111.763916015625,1000
93,Hialeah,Florida,236387,9032,25.891774106788077,-80.27070212387964,1000
94,Garland,Texas,234943,6676,32.90779649189298,-96.63848876953125,1000
95,Fremont,California,233136,5325,37.53527676006081,-121.9866943359375,1000
96,Baton Rouge,Louisiana,227715,1527,30.423387084861332,-91.09451293945312,1000
97,Richmond,Virginia,223170,3177,37.55746348955376,-77.49618530273438,1000
98,Boise City,Idaho,223154,1358,43.61117622996352,-116.24359130859375,1000
99,San Bernardino,California,216239,2733,34.130520130517155,-117.28179931640625,1000
100,Spokane,Washington,215973,1484,47.67722475065388,-117.40676879882812,1000
101,Des Moines,Iowa,215472,1473,41.60128902273806,-93.63510131835938,1000
102,Modesto,California,212175,1597,37.65442568207335,-120.98672693973475,1000
103,Birmingham,Alabama,212157,2183,33.473665348883976,-86.77688598632812,1000
104,Tacoma,Washington,211277,5266,47.27719204999227,-122.45635986328125,1000
105,Fontana,California,209665,4070,34.101828736891434,-117.45776643274425,1000
106,Rochester,New York,208880,2465,43.151914922951846,-77.61154174804688,999
107,Oxnard,California,207906,1649,34.23037954334852,-119.1698752724853,1000
108,Moreno Valley,California,205499,2438,33.94889657772191,-117.20352172851562,1000
109,Fayetteville,North Carolina,204759,817,35.06331625,-78.93745422363281,815
110,Aurora,Illinois,201110,2123,41.77786459202035,-88.2838422045933,1000
111,Glendale,California,200831,17533,34.19301859715159,-118.24516296386719,1000
112,Yonkers,New York,200807,10098,40.94459326118324,-73.85833740234375,1000
113,Huntington Beach,California,200652,11245,33.710208251280605,-118.01170349121094,1000
114,Montgomery,Alabama,200022,716,32.35543570604608,-86.25778198242188,716
115,Amarillo,Texas,199582,593,35.203936803503765,-101.79794311523438,592
116,Little Rock,Arkansas,198541,1378,34.748209649826,-92.35406604567997,1000
117,Akron,Ohio,197633,3535,41.084560880160105,-81.53228759765625,1000
118,Columbus,Georgia,197485,730,32.501455950987435,-84.88861083984375,724
119,Augusta-Richmond County,Georgia,197081,953,33.47837505434787,-82.04521179199219,952
120,Grand Rapids,Michigan,196445,1929,42.953222538797846,-85.63568115234375,1000
121,Shreveport,Louisiana,194920,828,32.47841612859659,-93.768310546875,827
122,Salt Lake City,Utah,193744,3893,40.7168954310006,-111.88751220703125,1000
123,Huntsville,Alabama,193079,930,34.720616,-86.60985012705078,929
124,Mobile,Alabama,192904,1227,30.670828322164393,-88.14605712890625,1000
125,Tallahassee,Florida,190894,872,30.46434083218014,-84.276123046875,870
126,Grand Prairie,Texas,190682,15187,32.74451308112691,-96.99244018113436,1000
127,Overland Park,Kansas,188966,4385,38.9281161433683,-94.65238088741896,1000
128,Knoxville,Tennessee,186239,1907,35.94893044195973,-83.99273761224765,1000
129,Port St. Lucie,Florida,185132,1603,27.291759936279252,-80.33080598183594,1000
130,Worcester,Massachusetts,184508,1319,42.2665927997584,-71.80252075195312,1000
131,Brownsville,Texas,183823,412,25.94135876361195,-97.4844407175293,411
132,Tempe,Arizona,182498,6198,33.39289033950106,-111.93351745605469,1000
133,Santa Clarita,California,181972,2057,34.42046171312923,-118.51632787888525,1000
134,Newport News,Virginia,181825,3783,37.10346864142597,-76.44349898116667,1000
135,Cape Coral,Florida,179804,1599,26.611820778031337,-81.953387725,1000
136,Providence,Rhode Island,179219,1929,41.827134558437436,-71.41490936279297,1000
137,Fort Lauderdale,Florida,178752,5671,26.14122480985771,-80.145263671875,1000
138,Chattanooga,Tennessee,177571,1647,35.044439760050516,-85.24179763076397,1000
139,Rancho Cucamonga,California,176534,4223,34.12085714991372,-117.56000819155099,1000
140,Oceanside,California,175464,2354,33.20303085967621,-117.30524179137791,1000
141,Santa Rosa,California,175155,1886,38.4550016,-122.71728515625,1000
142,Garden Grove,California,174858,13758,33.7751093432679,-117.95883178710938,1000
143,Vancouver,Washington,174826,8944,45.638822370823235,-122.62527465820312,1000
144,Sioux Falls,South Dakota,174360,459,43.5330720036798,-96.73599243164062,459
145,Ontario,California,173212,15712,34.11049560406434,-117.60744199999999,1000
146,McKinney,Texas,172298,7500,33.21439362737286,-96.65908813476562,1000
147,Elk Grove,California,169743,2030,38.41120305,-121.38862609863281,1000
148,Jackson,Mississippi,169148,942,32.33061616652725,-90.17023825,940
149,Pembroke Pines,Florida,168587,14109,26.012215014907657,-80.31852399414063,998
150,Salem,Oregon,167419,912,44.93695955846795,-123.01803588867188,898
151,Springfield,Missouri,167319,962,37.18434586416096,-93.28010559082031,957
152,Corona,California,166785,2957,33.881014859908056,-117.56401062011719,1000
153,Eugene,Oregon,166575,1213,44.05793925994315,-123.10317993164062,1000
154,Fort Collins,Colorado,164207,974,40.55028500164319,-105.05618798979492,966
155,Peoria,Arizona,164173,9088,33.656753102154305,-112.18482476174644,999
156,Frisco,Texas,163656,4020,33.132333938215226,-96.81907653808594,1000
157,Cary,North Carolina,162320,2655,35.785785766448676,-78.78100875076231,999
158,Lancaster,California,160106,856,34.682867649701286,-118.1462792318525,846
159,Hayward,California,158937,6240,37.65062022103503,-122.08900451660156,1000
160,Palmdale,California,157356,884,34.59191108695781,-118.12790840410156,874
161,Salinas,California,157218,792,36.706498296604536,-121.63787841796875,787
162,Alexandria,Virginia,155810,8728,38.816433168728125,-77.09999084472656,1000
163,Lakewood,Colorado,154393,5589,39.70661290536874,-105.083253575,999
164,Springfield,Massachusetts,154074,1266,42.112949808266684,-72.54615783691406,1000
165,Pasadena,Texas,153351,3912,29.670115954061988,-95.17318725585938,1000
166,Sunnyvale,California,152771,2974,37.373965811146164,-122.02225200729981,1000
167,Macon-Bibb County,Georgia,152555,458,32.85666103472517,-83.67277521640065,458
168,Pomona,California,152494,5925,34.071388141243204,-117.75283813476562,1000
169,Hollywood,Florida,151998,6443,26.019729291096752,-80.1837158203125,1000
170,Kansas City,Kansas,151709,4699,39.09471589907227,-94.68113076459298,1000
171,Escondido,California,151613,2483,33.13348393755737,-117.0703125,1000
172,Clarksville,Tennessee,150287,509,36.56862220122588,-87.34405517578125,509
173,Joliet,Illinois,148262,1060,41.55204616548913,-88.09648505705393,1000
174,Rockford,Illinois,147651,629,42.269133414960336,-89.04144287109375,626
175,Torrance,California,147195,10475,33.834751973334434,-118.32250981900063,1000
176,Naperville,Illinois,147122,3033,41.760388164493804,-88.15910619725577,1000
177,Paterson,New Jersey,147000,2466,40.91551089740379,-74.15729903362225,1000
178,Savannah,Georgia,146763,1091,32.04878325673531,-81.10862731933594,1000
179,Bridgeport,Connecticut,145936,831,41.18949462991557,-73.19847106933594,819
180,Mesquite,Texas,143736,4732,32.82689631806553,-96.61788940429688,1000
181,Killeen,Texas,143400,603,31.081712599905106,-97.72392448585589,602
182,Syracuse,New York,143378,1189,43.06264200600176,-76.13594055175781,999
183,McAllen,Texas,142212,988,26.218334546496997,-98.23208232050783,988
184,Pasadena,California,142059,14890,34.153820421654174,-118.12362670898438,1000
185,Bellevue,Washington,141400,6654,47.610689191307856,-122.1734619140625,1000
186,Fullerton,California,140721,12545,33.87778397079644,-117.92243957519531,1000
187,Orange,California,140504,4336,33.80579364965445,-117.83061350708007,1000
188,Dayton,Ohio,140489,2415,39.732355955275715,-84.1458938359375,1000
189,Miramar,Florida,138449,13708,25.97641860328369,-80.32205474412537,998
190,Thornton,Colorado,136703,4342,39.894941614213806,-104.96475219726562,1000
191,West Valley City,Utah,136574,3013,40.682675112957114,-111.96538124106655,1000
192,Olathe,Kansas,135473,1756,38.92357936158873,-94.75530429087678,1000
193,Hampton,Virginia,135410,1459,37.038143274220516,-76.36891515151783,1000
194,Warren,Michigan,135125,4323,42.49281278899359,-83.02780151367188,1000
195,Midland,Texas,134610,420,32.001629302989855,-102.12615966796875,420
196,Waco,Texas,134432,551,31.562177314382943,-97.15827941894531,551
197,Charleston,South Carolina,134385,1848,32.78896412571941,-79.9643202859375,1000
198,Columbia,South Carolina,134309,1748,34.03541889584294,-81.01455688476562,1000
199,Denton,Texas,133808,519,33.20995688420143,-97.11827645,519
200,Carrollton,Texas,133351,2101,32.972669013947225,-96.88591550000001,1000
201,Surprise,Arizona,132677,1869,33.63515982845266,-112.32225610585937,1000
202,Roseville,California,132671,1363,38.755946110469395,-121.27326965332031,999
203,Sterling Heights,Michigan,132427,3959,42.58084796631722,-83.03123474121094,999
204,Murfreesboro,Tennessee,131947,696,35.876004589419196,-86.40403747558594,693
205,Gainesville,Florida,131591,716,29.655796089395878,-82.36312866210938,715
206,Cedar Rapids,Iowa,131127,560,41.98348822489725,-91.66648864746094,557
207,Visalia,California,131074,677,36.31023429376604,-119.30809020996094,676
208,Coral Springs,Florida,130059,1288,26.26970266866418,-80.23273321469044,1000
209,New Haven,Connecticut,129934,1213,41.31132816928134,-72.9269027709961,1000
210,Stamford,Connecticut,129113,868,41.06821048281156,-73.53836059570312,854
211,Thousand Oaks,California,128888,7259,34.230490425,-118.88603455683594,1000
212,Concord,California,128726,2429,37.97068108886239,-122.02651977539062,999
213,Elizabeth,New Jersey,128640,2866,40.66005494025502,-74.205734425,1000
214,Lafayette,Louisiana,127626,753,30.207710949839402,-92.03933715820312,749
215,Kent,Washington,127514,2574,47.40225955770782,-122.2060599697955,1000
216,Topeka,Kansas,126808,395,39.04675798422586,-95.70808410644531,394
217,Simi Valley,California,126327,3696,34.285568299999994,-118.72734113221125,1000
218,Santa Clara,California,125948,4319,37.36059569170822,-121.965605964469,1000
219,Athens-Clarke County,Georgia,123371,521,33.95059391472945,-83.39241027832031,519
220,Hartford,Connecticut,123243,1182,41.75977674302498,-72.68281941010403,1000
221,Victorville,California,122265,624,34.512283286672,-117.32238954824219,619
222,Abilene,Texas,122225,394,32.43151436970328,-99.75173950195312,393
223,Norman,Oklahoma,122180,823,35.26754616027585,-97.42744445800781,823
224,Vallejo,California,121299,766,38.11528589605756,-122.22337733657227,750
225,Berkeley,California,121240,3835,37.868608844326545,-122.27508544921875,1000
226,Round Rock,Texas,120892,2719,30.52082379326421,-97.66227722167969,1000
227,Ann Arbor,Michigan,120782,1085,42.2767546461982,-83.73605119999999,1000
228,Fargo,North Dakota,120762,532,46.85437177647295,-96.8280029296875,529
229,Columbia,Missouri,120612,422,38.95082014137819,-92.3280329,422
230,Allentown,Pennsylvania,120443,1549,40.598267627010095,-75.49077311445475,1000
231,Evansville,Indiana,119477,551,37.98280345262458,-87.53444305,550
232,Beaumont,Texas,118299,894,30.090323583914603,-94.0812852297984,890
233,Odessa,Texas,117871,311,31.874048690495584,-102.3649247632525,311
234,Wilmington,North Carolina,117525,882,34.227656890291996,-77.88276372783203,878
235,Arvada,Colorado,117453,5412,39.81376503731833,-105.08435800000001,999
236,Independence,Missouri,117030,4210,39.089334928705995,-94.34921264648438,1000
237,Provo,Utah,116868,578,40.248490987601855,-111.66126251220703,576
238,Lansing,Michigan,116020,936,42.72830621179706,-84.57340341423179,929
239,El Monte,California,115807,13737,34.11460404456169,-118.06320190429688,1000
240,Springfield,Illinois,115715,513,39.783167155947986,-89.66079711914062,511
241,Fairfield,California,114756,5138,38.25525633385972,-122.05810546875,1000
242,Clearwater,Florida,114361,1388,27.972687870416877,-82.7502788162695,1000
243,Peoria,Illinois,114265,635,40.7321811,-89.61181015,629
244,Rochester,Minnesota,114011,342,44.01696887533399,-92.47879028320312,342
245,Carlsbad,California,113952,2850,33.13060891095397,-117.277162646875,1000
246,Westminster,Colorado,113875,4849,39.87559481675263,-105.04714965820312,1000
247,West Jordan,Utah,113699,2595,40.631714725,-111.95403370498047,999
248,Pearland,Texas,113570,3880,29.57996533591435,-95.31600952148438,1000
249,Richardson,Texas,113347,2230,32.96372809581908,-96.70578164663087,1000
250,Downey,California,113267,5023,33.93765269396792,-118.1308364868164,1000
251,Miami Gardens,Florida,113058,8613,25.951499666183665,-80.2427115425467,999
252,Temecula,California,113054,1366,33.49899074776907,-117.12249755859375,1000
253,Costa Mesa,California,112822,4489,33.67141716313333,-117.90820995345695,1000
254,College Station,Texas,112141,762,30.614388825,-96.32022857666016,761
255,Elgin,Illinois,112123,1745,42.03955810909028,-88.26597780607307,1000
256,Murrieta,California,111674,1532,33.580091040976725,-117.19184875488281,1000
257,Gresham,Oregon,111523,566,45.50582112666225,-122.42820739746094,563
258,High Point,North Carolina,111223,1428,35.99502405311323,-79.97660910632183,999
259,Antioch,California,110898,1131,37.99395328804799,-121.80061340332031,1000
260,Inglewood,California,110654,5617,33.954009726756276,-118.34850311279297,1000
261,Cambridge,Massachusetts,110651,5779,42.373169721210346,-71.11106872558594,1000
262,Lowell,Massachusetts,110558,629,42.639503726167476,-71.31865901655274,625
263,Manchester,New Hampshire,110506,559,42.978051747139304,-71.44983843266601,558
264,Billings,Montana,110323,376,45.7794500123501,-108.53576490336914,375
265,Pueblo,Colorado,110291,389,38.27035217485165,-104.5733642578125,388
266,Palm Bay,Florida,110104,764,28.037017206146825,-80.62248229980469,758
267,Centennial,Colorado,109932,8644,39.605307782175025,-104.85626220703125,1000
268,Richmond,California,109813,9568,37.93927899070165,-122.34100341796875,1000
269,San Buenaventura (Ventura),California,109592,1621,34.27103301357623,-119.21308818764305,1000
270,Pompano Beach,Florida,109393,4738,26.249046374814732,-80.13633728027344,1000
271,North Charleston,South Carolina,109298,2424,32.90824628397744,-80.036143243248,1000
272,Everett,Washington,109043,1430,47.96006800592173,-122.22908020019531,1000
273,Waterbury,Connecticut,108272,529,41.55857700025648,-73.02673366064462,525
274,West Palm Beach,Florida,108161,2279,26.719816572851165,-80.09445190429688,1000
275,Boulder,Colorado,108090,1624,40.03177502003891,-105.20822370627438,1000
276,West Covina,California,107847,8931,34.046927267127806,-117.916259765625,1000
277,Broken Arrow,Oklahoma,107403,1602,36.06306079131424,-95.77262878417969,1000
278,Clovis,California,106583,1338,36.8221916789537,-119.70050811767578,1000
279,Daly City,California,106472,4023,37.69099573037227,-122.45297976343677,1000
280,Lakeland,Florida,106420,811,28.04253735,-81.94496154785156,810
281,Santa Maria,California,106290,473,34.94691459829194,-120.43526004502638,473
282,Norwalk,California,106178,4521,33.90650045177428,-118.08277130126953,1000
283,Sandy Springs,Georgia,105703,6683,33.933632737203325,-84.36882019042969,1000
284,Hillsboro,Oregon,105164,1934,45.52240953616479,-122.92686107702175,1000
285,Green Bay,Wisconsin,105139,595,44.530240801189436,-88.01300285009765,592
286,Tyler,Texas,104798,489,32.31725963717349,-95.31519285,489
287,Wichita Falls,Texas,104724,294,33.911411590947836,-98.52264404296875,294
288,Lewisville,Texas,104659,4717,33.03625586921024,-96.96365501191406,1000
289,Burbank,California,104447,4942,34.17657848704668,-118.32789640215375,1000
290,Greeley,Colorado,103990,1784,40.427950116548445,-104.73403930664062,1000
291,San Mateo,California,103959,2089,37.55553553092234,-122.31429630746153,1000
292,El Cajon,California,103768,5400,32.80454830101628,-116.95426940917969,1000
293,Jurupa Valley,California,103541,4923,34.0035798204547,-117.44672551904297,1000
294,Rialto,California,103314,1444,34.12899803466053,-117.37552642822266,1000
295,Davenport,Iowa,102612,763,41.55325119758789,-90.564168275,757
296,League City,Texas,102010,2257,29.520255450116075,-95.12718200683594,1000
297,Davie,Florida,101871,6213,26.075250502790382,-80.243518575,1000
298,Las Cruces,New Mexico,101759,443,32.41535602501028,-106.772506353827,442
299,South Bend,Indiana,101735,1263,41.698468525,-86.27722897392883,1000
300,Vista,California,101659,3042,33.18291965337924,-117.2266142739535,1000
301,Renton,Washington,100953,5388,47.492760075,-122.19955444335938,1000
302,San Angelo,Texas,100702,267,31.421590775505365,-100.45486450195312,267
303,Roanoke,Virginia,99660,652,37.27291539465489,-79.95918273925781,649
304,Kenosha,Wisconsin,99631,632,42.588431394765664,-87.86041259765625,630
305,Tuscaloosa,Alabama,99543,410,33.226009439623446,-87.54592895507812,410
306,Allen,Texas,99179,1042,33.106774323288086,-96.67605254765624,1000
307,Erie,Pennsylvania,98593,472,42.09664787667593,-80.08796308520962,468
308,Sparks,Nevada,98345,1172,39.55487169641474,-119.73106384277344,1000
309,Vacaville,California,98303,432,38.35941501974353,-121.9719281222168,428
310,Albany,New York,98111,1897,42.70200746894307,-73.79310607910156,1000
311,Beaverton,Oregon,97590,6024,45.49410724571672,-122.77981911694901,1000
312,Compton,California,97550,4617,33.894374348179596,-118.2213339440095,1000
313,Orem,Utah,97499,658,40.30027751637208,-111.69490814208984,656
314,Flint,Michigan,97386,693,43.00309450585953,-83.69774327500001,687
315,Federal Way,Washington,96757,739,47.316303482868534,-122.32783550634765,737
316,Mission Viejo,California,96396,4145,33.600851736683296,-117.66288757324219,1000
317,Spokane Valley,Washington,96340,1249,47.682566445993736,-117.24884033203125,1000
318,Boca Raton,Florida,96114,1540,26.366024222923453,-80.1359161734581,1000
319,Lee's Summit,Missouri,96076,231,38.91707245,-94.38251495361328,231
320,Rio Rancho,New Mexico,96028,406,35.24496035,-106.645427121872,405
321,Sandy,Utah,95836,2304,40.57796382270317,-111.851806640625,999
322,Brockton,Massachusetts,95630,631,42.091023697682,-71.02706965396294,621
323,Meridian,Idaho,95623,574,43.61853962086235,-116.35696066386726,574
324,South Gate,California,95538,5187,33.94595440574197,-118.18998468415785,1000
325,Lawrence,Kansas,95358,380,38.97324433980813,-95.25489807128906,379
326,San Marcos,California,95261,3249,33.141533511091374,-117.17330932617188,1000
327,Portsmouth,Virginia,95252,2098,36.82962829806993,-76.3346664940918,1000
328,New Bedford,Massachusetts,95032,629,41.65850327829986,-70.93116760253906,625
329,Yuma,Arizona,94906,436,32.67620449072007,-114.576416015625,436
330,Lawton,Oklahoma,94653,263,34.62160522686939,-98.41896057128906,263
331,Roswell,Georgia,94598,4401,34.03839274338864,-84.35165405273438,1000
332,Dearborn,Michigan,94444,4209,42.331749650000006,-83.21258541023792,1000
333,Livonia,Michigan,94041,3618,42.39861992276908,-83.3538184,999
334,Yakima,Washington,93986,447,46.600649399999995,-120.55572509765625,447
335,Sunrise,Florida,93734,5848,26.1492028,-80.248598896734,1000
336,Hesperia,California,93724,813,34.436343684241464,-117.32231140136719,795
337,Quincy,Massachusetts,93688,7522,42.28892826578664,-71.00217568183594,1000
338,Longmont,Colorado,92858,1090,40.16990854847555,-105.11093097407876,1000
339,Carson,California,92797,4617,33.841178496442545,-118.2619857788086,1000
340,Plantation,Florida,92706,6093,26.124439110949027,-80.24094633246429,1000
341,Lynn,Massachusetts,92697,1329,42.467330450000006,-70.95537701147461,1000
342,Santa Monica,California,92478,4705,34.022776084270944,-118.47570322499999,1000
343,Santa Barbara,California,91930,1058,34.42612573405361,-119.69420401536675,1000
344,Miami Beach,Florida,91917,6710,25.80974569074047,-80.1397705078125,1000
345,Redding,California,91808,532,40.57414340682607,-122.36297607421875,531
346,Chico,California,91567,554,39.756250875244476,-121.76983619626996,553
347,Westminster,California,91565,4791,33.755992776037445,-117.9802688394345,1000
348,Greenville,North Carolina,91495,329,35.59865019113383,-77.37602233886719,329
349,Nampa,Idaho,91382,577,43.597310825,-116.52743674999999,577
350,Edmond,Oklahoma,91191,1190,35.668409854707356,-97.46377999853516,999
351,Bend,Oregon,91122,537,44.06653755702346,-121.30897521972656,535
352,Carmel,Indiana,91065,2011,39.96549764526851,-86.17161328087661,1000
353,San Leandro,California,90465,2451,37.704999037090715,-122.1573257446289,1000
354,Fishers,Indiana,90127,1732,39.95655053512598,-86.00166320800781,1000
355,Deltona,Florida,90124,804,28.9195198252051,-81.22261047363281,800
356,Concord,North Carolina,89891,4635,35.39447273123982,-80.60531616210938,1000
357,Tracy,California,89274,339,37.73912620776025,-121.4370346069336,339
358,Suffolk,Virginia,89273,3309,36.882340110091405,-76.44208708032461,1000
359,Asheville,North Carolina,89121,1031,35.58301568189856,-82.55607604980469,1000
360,Livermore,California,89115,1533,37.68649253266872,-121.761474609375,1000
361,Newton,Massachusetts,89045,2528,42.3380411498227,-71.18070351386719,1000
362,Fall River,Massachusetts,88930,1111,41.7010498164759,-71.095147525,1000
363,Menifee,California,88531,350,33.693701274109486,-117.19081211715348,347
364,Indio,California,88488,951,33.721441389406785,-116.27254887744141,944
365,Norwalk,Connecticut,88438,786,41.11599777223015,-73.41819763183594,774
366,Waukegan,Illinois,88182,1127,42.368644843909024,-87.86453247070312,1000
367,Sugar Land,Texas,88177,4654,29.63661690057618,-95.61878387771912,1000
368,Fort Smith,Arkansas,88133,408,35.351792902266354,-94.3560791015625,407
369,Hawthorne,California,88031,4910,33.912583425901715,-118.35227966308594,1000
370,Nashua,New Hampshire,87882,1291,42.75049563259547,-71.47531455422012,1000
371,Chino,California,87776,6216,33.99684580319425,-117.69584655761719,1000
372,Kirkland,Washington,87701,6948,47.69030639774654,-122.20668285152993,1000
